latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
61.998028,10.006897,801.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),cloud_cover (%)
2019-05-14T10:00,7.2,59,0.00,0.00,96
2019-05-14T11:00,8.1,58,0.00,0.00,88
2019-05-14T12:00,8.5,56,0.00,0.00,31
2019-05-14T13:00,9.7,49,0.00,0.00,61
2019-05-14T14:00,10.3,44,0.00,0.00,46
2019-05-14T15:00,10.1,43,0.00,0.00,49
2019-05-14T16:00,9.4,45,0.00,0.00,35
2019-05-14T17:00,8.6,52,0.00,0.00,41
2019-05-14T18:00,7.3,60,0.00,0.00,75
2019-05-14T19:00,6.3,67,0.00,0.00,96
2019-05-14T20:00,5.9,72,0.00,0.00,96
2019-05-14T21:00,5.6,77,0.00,0.00,97
2019-05-14T22:00,5.0,81,0.00,0.00,98
2019-05-14T23:00,4.5,84,0.00,0.00,95
2019-05-15T00:00,5.0,80,0.00,0.00,95
2019-05-15T01:00,4.2,86,0.20,0.20,100
2019-05-15T02:00,3.9,87,0.10,0.10,100
2019-05-15T03:00,3.9,88,0.10,0.10,100
2019-05-15T04:00,4.2,89,0.10,0.10,100
2019-05-15T05:00,4.2,93,0.00,0.00,100
2019-05-15T06:00,4.8,90,0.00,0.00,100
2019-05-15T07:00,5.6,88,0.00,0.00,100
2019-05-15T08:00,6.5,83,0.00,0.00,100
2019-05-15T09:00,7.8,76,0.00,0.00,100
2019-05-15T10:00,8.9,70,0.10,0.10,91
2019-05-15T11:00,10.2,62,0.00,0.00,82
2019-05-15T12:00,11.1,51,0.00,0.00,84
2019-05-15T13:00,12.1,46,0.00,0.00,99
2019-05-15T14:00,12.0,46,0.00,0.00,55
2019-05-15T15:00,11.8,47,0.00,0.00,30
2019-05-15T16:00,11.9,49,0.00,0.00,61
2019-05-15T17:00,11.9,51,0.00,0.00,95
2019-05-15T18:00,10.9,59,0.00,0.00,98
2019-05-15T19:00,9.8,64,0.00,0.00,97
2019-05-15T20:00,8.1,77,0.00,0.00,94
2019-05-15T21:00,6.5,77,0.00,0.00,96
2019-05-15T22:00,5.3,79,0.00,0.00,97
2019-05-15T23:00,4.5,80,0.00,0.00,96
2019-05-16T00:00,4.3,78,0.00,0.00,91
2019-05-16T01:00,2.5,83,0.00,0.00,79
2019-05-16T02:00,1.8,84,0.00,0.00,87
2019-05-16T03:00,1.4,85,0.00,0.00,79
2019-05-16T04:00,2.1,84,0.00,0.00,88
2019-05-16T05:00,4.4,82,0.00,0.00,82
2019-05-16T06:00,7.9,68,0.00,0.00,0
2019-05-16T07:00,10.4,59,0.00,0.00,69
2019-05-16T08:00,12.1,53,0.00,0.00,87
2019-05-16T09:00,13.2,48,0.00,0.00,90
2019-05-16T10:00,14.2,46,0.00,0.00,97
2019-05-16T11:00,15.2,42,0.00,0.00,99
2019-05-16T12:00,15.1,40,0.00,0.00,96
2019-05-16T13:00,15.6,39,0.00,0.00,86
2019-05-16T14:00,16.2,39,0.00,0.00,98
2019-05-16T15:00,16.2,38,0.00,0.00,99
2019-05-16T16:00,15.7,40,0.00,0.00,98
2019-05-16T17:00,14.6,45,0.00,0.00,98
2019-05-16T18:00,13.4,50,0.00,0.00,98
2019-05-16T19:00,11.9,57,0.00,0.00,97
2019-05-16T20:00,9.7,67,0.00,0.00,97
2019-05-16T21:00,9.9,62,0.00,0.00,94
2019-05-16T22:00,9.9,62,0.00,0.00,82
2019-05-16T23:00,9.0,65,0.00,0.00,43
2019-05-17T00:00,8.0,65,0.00,0.00,17
2019-05-17T01:00,4.4,81,0.00,0.00,4
2019-05-17T02:00,3.2,85,0.00,0.00,28
2019-05-17T03:00,3.4,84,0.00,0.00,31
2019-05-17T04:00,4.2,83,0.00,0.00,44
2019-05-17T05:00,6.2,79,0.00,0.00,33
2019-05-17T06:00,8.9,69,0.00,0.00,38
2019-05-17T07:00,11.5,60,0.00,0.00,26
2019-05-17T08:00,13.6,51,0.00,0.00,0
2019-05-17T09:00,15.0,44,0.00,0.00,0
2019-05-17T10:00,16.1,39,0.00,0.00,68
2019-05-17T11:00,16.7,39,0.00,0.00,81
2019-05-17T12:00,17.0,36,0.00,0.00,42
2019-05-17T13:00,17.3,34,0.00,0.00,85
2019-05-17T14:00,17.9,33,0.00,0.00,97
2019-05-17T15:00,17.8,34,0.00,0.00,94
2019-05-17T16:00,16.8,39,0.00,0.00,85
2019-05-17T17:00,16.4,41,0.00,0.00,40
2019-05-17T18:00,15.4,45,0.00,0.00,21
2019-05-17T19:00,13.7,57,0.00,0.00,4
2019-05-17T20:00,11.1,64,0.00,0.00,98
2019-05-17T21:00,10.7,64,0.00,0.00,95
2019-05-17T22:00,10.3,63,0.00,0.00,100
2019-05-17T23:00,8.6,74,0.00,0.00,100
2019-05-18T00:00,8.1,73,0.00,0.00,99
2019-05-18T01:00,7.0,79,0.00,0.00,99
2019-05-18T02:00,7.3,75,0.00,0.00,100
2019-05-18T03:00,6.1,82,0.00,0.00,90
2019-05-18T04:00,6.6,79,0.00,0.00,60
2019-05-18T05:00,7.8,69,0.00,0.00,91
2019-05-18T06:00,8.6,61,0.00,0.00,91
2019-05-18T07:00,9.6,53,0.00,0.00,79
2019-05-18T08:00,11.1,48,0.00,0.00,99
2019-05-18T09:00,11.8,51,0.00,0.00,91
2019-05-18T10:00,12.5,53,0.00,0.00,100
2019-05-18T11:00,13.0,53,0.00,0.00,69
2019-05-18T12:00,12.0,54,0.00,0.00,27
2019-05-18T13:00,12.7,55,0.00,0.00,97
2019-05-18T14:00,12.8,57,0.00,0.00,94
2019-05-18T15:00,12.5,59,0.00,0.00,100
2019-05-18T16:00,11.4,65,0.00,0.00,100
2019-05-18T17:00,11.3,67,0.00,0.00,100
2019-05-18T18:00,11.1,68,0.00,0.00,100
2019-05-18T19:00,10.7,71,0.00,0.00,100
2019-05-18T20:00,10.3,75,0.00,0.00,98
2019-05-18T21:00,9.9,79,0.00,0.00,100
2019-05-18T22:00,9.1,85,0.00,0.00,99
2019-05-18T23:00,7.8,88,0.30,0.30,100
2019-05-19T00:00,7.5,88,0.10,0.10,100
2019-05-19T01:00,7.5,86,0.00,0.00,100
2019-05-19T02:00,6.7,90,0.10,0.10,100
2019-05-19T03:00,6.8,90,0.30,0.30,100
2019-05-19T04:00,6.9,97,0.80,0.80,100
2019-05-19T05:00,7.3,97,1.60,1.60,100
2019-05-19T06:00,7.5,98,2.00,2.00,100
2019-05-19T07:00,7.9,97,0.90,0.90,100
2019-05-19T08:00,8.9,85,0.30,0.30,100
2019-05-19T09:00,8.5,89,0.30,0.30,100
2019-05-19T10:00,8.7,91,0.40,0.40,100
2019-05-19T11:00,9.5,92,0.30,0.30,100
2019-05-19T12:00,8.5,93,0.30,0.30,93
2019-05-19T13:00,9.2,87,0.30,0.30,100
2019-05-19T14:00,10.9,70,0.10,0.10,82
2019-05-19T15:00,11.2,71,0.00,0.00,100
2019-05-19T16:00,11.7,69,0.00,0.00,100
2019-05-19T17:00,11.9,70,0.00,0.00,93
2019-05-19T18:00,11.2,75,0.00,0.00,78
2019-05-19T19:00,10.3,80,0.00,0.00,2
2019-05-19T20:00,8.4,84,0.00,0.00,3
2019-05-19T21:00,7.5,87,0.00,0.00,5
2019-05-19T22:00,6.1,93,0.00,0.00,2
2019-05-19T23:00,4.4,99,0.00,0.00,2
2019-05-20T00:00,2.6,100,0.00,0.00,100
2019-05-20T01:00,1.3,100,0.00,0.00,100
2019-05-20T02:00,0.2,99,0.00,0.00,100
2019-05-20T03:00,-0.2,96,0.00,0.00,100
2019-05-20T04:00,2.0,95,0.00,0.00,100
2019-05-20T05:00,5.2,95,0.00,0.00,98
2019-05-20T06:00,9.1,85,0.00,0.00,99
2019-05-20T07:00,11.4,75,0.00,0.00,96
2019-05-20T08:00,13.3,64,0.00,0.00,88
2019-05-20T09:00,14.9,57,0.00,0.00,63
2019-05-20T10:00,16.1,50,0.00,0.00,61
2019-05-20T11:00,17.3,45,0.00,0.00,89
2019-05-20T12:00,16.6,45,0.00,0.00,93
2019-05-20T13:00,16.8,43,0.00,0.00,100
2019-05-20T14:00,16.9,44,0.00,0.00,100
2019-05-20T15:00,16.7,45,0.00,0.00,100
2019-05-20T16:00,16.4,46,0.00,0.00,89
2019-05-20T17:00,15.8,51,0.00,0.00,98
2019-05-20T18:00,14.5,59,0.00,0.00,100
2019-05-20T19:00,13.2,69,0.10,0.10,100
2019-05-20T20:00,12.3,76,0.10,0.10,100
2019-05-20T21:00,11.5,82,0.10,0.10,100
2019-05-20T22:00,10.9,84,0.10,0.10,100
2019-05-20T23:00,10.7,86,0.10,0.10,93
2019-05-21T00:00,10.2,89,0.00,0.00,86
2019-05-21T01:00,9.2,93,1.10,1.10,99
2019-05-21T02:00,9.9,89,1.00,1.00,100
2019-05-21T03:00,9.8,89,0.30,0.30,98
2019-05-21T04:00,9.6,93,0.10,0.10,100
2019-05-21T05:00,9.9,96,0.00,0.00,75
2019-05-21T06:00,11.2,86,0.00,0.00,61
2019-05-21T07:00,12.7,80,0.00,0.00,100
2019-05-21T08:00,14.3,74,0.00,0.00,76
2019-05-21T09:00,14.9,68,0.10,0.10,88
2019-05-21T10:00,15.6,69,0.10,0.10,60
2019-05-21T11:00,16.4,68,0.00,0.00,35
2019-05-21T12:00,16.5,68,0.00,0.00,31
2019-05-21T13:00,17.3,63,0.10,0.10,37
2019-05-21T14:00,17.6,59,0.20,0.20,52
2019-05-21T15:00,17.6,57,0.10,0.10,46
2019-05-21T16:00,17.3,59,0.00,0.00,66
2019-05-21T17:00,16.8,62,0.00,0.00,71
2019-05-21T18:00,16.3,68,0.00,0.00,49
2019-05-21T19:00,16.0,69,0.00,0.00,64
2019-05-21T20:00,15.2,72,0.00,0.00,89
2019-05-21T21:00,14.2,76,0.00,0.00,86
2019-05-21T22:00,12.6,84,0.00,0.00,97
2019-05-21T23:00,12.2,86,0.00,0.00,98
2019-05-22T00:00,10.3,92,0.00,0.00,95
2019-05-22T01:00,10.3,95,0.10,0.10,98
2019-05-22T02:00,10.1,95,0.10,0.10,100
2019-05-22T03:00,10.5,95,0.30,0.30,100
2019-05-22T04:00,11.6,90,0.40,0.40,100
2019-05-22T05:00,12.0,92,0.20,0.20,96
2019-05-22T06:00,13.2,88,0.20,0.20,100
2019-05-22T07:00,13.4,86,0.30,0.30,100
2019-05-22T08:00,13.4,90,0.40,0.40,100
2019-05-22T09:00,13.9,87,0.10,0.10,92
2019-05-22T10:00,14.6,88,0.00,0.00,89
2019-05-22T11:00,15.5,84,0.00,0.00,84
2019-05-22T12:00,15.9,76,0.10,0.10,77
2019-05-22T13:00,16.5,76,0.10,0.10,66
2019-05-22T14:00,15.4,79,1.40,1.40,67
2019-05-22T15:00,14.5,80,0.60,0.60,75
2019-05-22T16:00,15.3,85,0.10,0.10,78
2019-05-22T17:00,14.3,85,0.40,0.40,100
2019-05-22T18:00,14.0,86,0.10,0.10,98
2019-05-22T19:00,13.0,92,0.20,0.20,98
2019-05-22T20:00,11.6,97,2.00,2.00,100
2019-05-22T21:00,11.7,98,1.50,1.50,100
2019-05-22T22:00,11.3,99,0.10,0.10,94
2019-05-22T23:00,11.3,99,0.10,0.10,98
2019-05-23T00:00,11.4,94,0.10,0.10,100
2019-05-23T01:00,11.6,94,0.00,0.00,97
2019-05-23T02:00,10.8,99,0.00,0.00,100
2019-05-23T03:00,11.0,99,0.10,0.10,99
2019-05-23T04:00,11.1,94,0.00,0.00,78
2019-05-23T05:00,10.9,91,0.00,0.00,58
2019-05-23T06:00,11.3,88,0.00,0.00,86
2019-05-23T07:00,11.0,83,0.00,0.00,74
2019-05-23T08:00,10.8,76,0.00,0.00,38
2019-05-23T09:00,11.3,62,0.00,0.00,44
2019-05-23T10:00,12.3,53,0.00,0.00,58
2019-05-23T11:00,13.0,50,0.00,0.00,64
2019-05-23T12:00,12.7,50,0.00,0.00,32
2019-05-23T13:00,12.3,54,0.00,0.00,42
2019-05-23T14:00,11.6,58,0.00,0.00,35
2019-05-23T15:00,10.7,61,0.00,0.00,45
2019-05-23T16:00,11.1,56,0.00,0.00,53
2019-05-23T17:00,10.1,61,0.00,0.00,90
2019-05-23T18:00,9.1,68,0.00,0.00,60
2019-05-23T19:00,8.2,75,0.00,0.00,33
2019-05-23T20:00,7.0,83,0.00,0.00,26
2019-05-23T21:00,6.4,87,0.00,0.00,73
2019-05-23T22:00,6.3,89,0.00,0.00,99
2019-05-23T23:00,6.3,89,0.00,0.00,100
2019-05-24T00:00,5.8,89,0.00,0.00,97
2019-05-24T01:00,5.6,88,0.00,0.00,43
2019-05-24T02:00,5.3,91,0.00,0.00,68
2019-05-24T03:00,5.3,91,0.00,0.00,95
2019-05-24T04:00,6.0,86,0.00,0.00,100
2019-05-24T05:00,6.5,81,0.00,0.00,100
2019-05-24T06:00,6.9,78,0.00,0.00,100
2019-05-24T07:00,7.8,73,0.00,0.00,100
2019-05-24T08:00,8.8,70,0.30,0.30,55
2019-05-24T09:00,9.0,70,0.50,0.50,52
2019-05-24T10:00,8.8,76,0.70,0.70,96
2019-05-24T11:00,8.0,78,0.50,0.50,87
2019-05-24T12:00,8.2,75,0.10,0.10,77
2019-05-24T13:00,8.8,72,0.20,0.20,61
2019-05-24T14:00,9.2,70,0.10,0.10,54
2019-05-24T15:00,10.1,62,0.10,0.10,88
2019-05-24T16:00,9.9,63,0.10,0.10,100
2019-05-24T17:00,9.6,63,0.00,0.00,97
2019-05-24T18:00,9.3,65,0.00,0.00,100
2019-05-24T19:00,8.2,75,0.60,0.60,90
2019-05-24T20:00,7.1,84,0.40,0.40,100
2019-05-24T21:00,6.8,86,0.20,0.20,96
2019-05-24T22:00,6.2,88,0.00,0.00,94
2019-05-24T23:00,5.6,88,0.00,0.00,59
2019-05-25T00:00,4.4,91,0.00,0.00,26
2019-05-25T01:00,4.3,89,0.00,0.00,59
2019-05-25T02:00,3.7,90,0.00,0.00,76
2019-05-25T03:00,4.1,91,0.00,0.00,80
2019-05-25T04:00,4.5,90,0.00,0.00,65
2019-05-25T05:00,4.8,82,0.00,0.00,82
2019-05-25T06:00,5.2,71,0.00,0.00,100
2019-05-25T07:00,5.7,68,0.00,0.00,91
2019-05-25T08:00,6.4,62,0.00,0.00,90
2019-05-25T09:00,7.5,55,0.00,0.00,90
2019-05-25T10:00,9.4,45,0.00,0.00,87
2019-05-25T11:00,10.7,38,0.00,0.00,98
2019-05-25T12:00,11.0,39,0.00,0.00,96
2019-05-25T13:00,11.4,37,0.00,0.00,97
2019-05-25T14:00,11.6,37,0.00,0.00,83
2019-05-25T15:00,10.5,45,0.00,0.00,100
2019-05-25T16:00,7.5,65,0.00,0.00,100
2019-05-25T17:00,6.7,68,0.10,0.10,97
2019-05-25T18:00,5.9,72,0.20,0.20,100
2019-05-25T19:00,5.0,76,0.30,0.30,100
2019-05-25T20:00,3.3,91,0.90,0.70,98
2019-05-25T21:00,2.5,100,1.00,0.50,100
2019-05-25T22:00,2.3,100,1.10,0.20,100
2019-05-25T23:00,2.0,100,1.20,0.10,100
2019-05-26T00:00,1.7,100,1.20,0.00,100
2019-05-26T01:00,1.6,98,0.90,0.10,100
2019-05-26T02:00,1.5,98,1.10,0.00,100
2019-05-26T03:00,1.2,96,0.70,0.00,100
2019-05-26T04:00,1.2,91,0.40,0.00,100
2019-05-26T05:00,1.3,90,0.40,0.00,100
2019-05-26T06:00,1.4,90,0.60,0.00,100
2019-05-26T07:00,1.7,87,0.50,0.00,100
2019-05-26T08:00,1.3,85,0.10,0.00,100
2019-05-26T09:00,1.5,78,0.00,0.00,100
2019-05-26T10:00,1.9,74,0.00,0.00,100
2019-05-26T11:00,2.3,72,0.00,0.00,100
2019-05-26T12:00,3.7,67,0.00,0.00,100
2019-05-26T13:00,4.7,62,0.00,0.00,100
2019-05-26T14:00,4.8,62,0.00,0.00,100
2019-05-26T15:00,5.0,61,0.00,0.00,100
2019-05-26T16:00,4.8,61,0.00,0.00,100
2019-05-26T17:00,4.5,65,0.00,0.00,100
2019-05-26T18:00,4.0,66,0.00,0.00,100
2019-05-26T19:00,3.6,69,0.00,0.00,100
2019-05-26T20:00,3.1,73,0.00,0.00,100
2019-05-26T21:00,2.7,77,0.00,0.00,98
2019-05-26T22:00,2.1,82,0.00,0.00,97
2019-05-26T23:00,1.7,85,0.00,0.00,100
2019-05-27T00:00,1.6,89,0.10,0.00,100
2019-05-27T01:00,1.8,88,0.10,0.00,96
2019-05-27T02:00,1.7,89,0.10,0.00,93
2019-05-27T03:00,1.6,88,0.30,0.00,88
2019-05-27T04:00,1.7,87,0.20,0.00,100
2019-05-27T05:00,2.2,84,0.20,0.00,100
2019-05-27T06:00,2.6,81,0.10,0.00,100
2019-05-27T07:00,3.4,78,0.10,0.00,100
2019-05-27T08:00,4.1,75,0.20,0.10,100
2019-05-27T09:00,4.9,72,0.30,0.20,100
2019-05-27T10:00,5.1,72,0.20,0.20,99
2019-05-27T11:00,5.3,70,0.10,0.10,94
2019-05-27T12:00,4.3,75,0.10,0.10,98
2019-05-27T13:00,4.3,81,0.80,0.30,100
2019-05-27T14:00,3.9,87,0.70,0.50,98
2019-05-27T15:00,3.6,95,0.60,0.60,98
2019-05-27T16:00,3.2,98,0.50,0.50,100
2019-05-27T17:00,2.7,100,0.90,0.40,100
2019-05-27T18:00,2.4,99,1.50,0.20,100
2019-05-27T19:00,2.1,100,1.40,0.20,89
2019-05-27T20:00,1.7,96,0.30,0.10,100
2019-05-27T21:00,1.3,98,0.10,0.00,93
2019-05-27T22:00,0.9,95,0.10,0.00,98
2019-05-27T23:00,0.7,94,0.10,0.00,99
2019-05-28T00:00,0.4,94,0.10,0.00,98
2019-05-28T01:00,0.4,91,0.10,0.00,97
2019-05-28T02:00,-0.1,91,0.00,0.00,92
2019-05-28T03:00,-1.0,93,0.10,0.00,98
2019-05-28T04:00,-0.9,92,0.10,0.00,100
2019-05-28T05:00,-0.7,87,0.10,0.00,97
2019-05-28T06:00,-0.3,86,0.20,0.00,96
2019-05-28T07:00,0.1,83,0.20,0.00,100
2019-05-28T08:00,0.4,82,0.40,0.00,100
2019-05-28T09:00,0.6,83,0.50,0.00,100
2019-05-28T10:00,1.1,82,0.50,0.00,100
2019-05-28T11:00,1.8,79,0.50,0.00,97
2019-05-28T12:00,2.5,72,0.30,0.00,99
2019-05-28T13:00,2.6,71,0.20,0.00,92
2019-05-28T14:00,2.8,74,0.20,0.00,100
2019-05-28T15:00,2.4,78,0.50,0.00,100
2019-05-28T16:00,2.0,78,0.80,0.00,100
2019-05-28T17:00,1.4,85,1.20,0.00,100
2019-05-28T18:00,0.7,89,1.40,0.00,100
2019-05-28T19:00,0.3,90,1.30,0.00,100
2019-05-28T20:00,-0.4,88,1.10,0.00,100
2019-05-28T21:00,-1.0,88,1.10,0.00,100
2019-05-28T22:00,-1.3,89,1.00,0.00,100
2019-05-28T23:00,-1.5,89,0.90,0.00,100
2019-05-29T00:00,-2.3,82,0.70,0.00,100
2019-05-29T01:00,-2.6,82,0.00,0.00,100
2019-05-29T02:00,-3.0,80,0.00,0.00,98
2019-05-29T03:00,-3.4,80,0.00,0.00,96
2019-05-29T04:00,-3.8,79,0.00,0.00,70
2019-05-29T05:00,-2.7,73,0.00,0.00,31
2019-05-29T06:00,-1.6,66,0.00,0.00,3
2019-05-29T07:00,-0.5,63,0.00,0.00,0
2019-05-29T08:00,1.2,52,0.00,0.00,40
2019-05-29T09:00,1.8,52,0.00,0.00,12
2019-05-29T10:00,2.8,48,0.00,0.00,19
2019-05-29T11:00,3.4,48,0.00,0.00,37
2019-05-29T12:00,4.9,54,0.00,0.00,49
2019-05-29T13:00,4.4,53,0.00,0.00,45
2019-05-29T14:00,4.0,55,0.10,0.00,64
2019-05-29T15:00,4.1,55,0.10,0.00,49
2019-05-29T16:00,4.1,55,0.00,0.00,43
2019-05-29T17:00,3.6,56,0.00,0.00,11
2019-05-29T18:00,2.5,63,0.00,0.00,50
2019-05-29T19:00,1.6,66,0.00,0.00,49
2019-05-29T20:00,0.2,70,0.00,0.00,3
2019-05-29T21:00,-1.9,72,0.00,0.00,0
2019-05-29T22:00,-2.1,71,0.00,0.00,17
2019-05-29T23:00,-1.4,71,0.00,0.00,34
2019-05-30T00:00,0.9,74,0.00,0.00,5
2019-05-30T01:00,1.3,77,0.00,0.00,40
2019-05-30T02:00,1.6,76,0.00,0.00,91
2019-05-30T03:00,2.0,75,0.00,0.00,81
2019-05-30T04:00,2.2,78,0.00,0.00,96
2019-05-30T05:00,2.7,74,0.00,0.00,96
2019-05-30T06:00,3.4,72,0.00,0.00,59
2019-05-30T07:00,4.3,68,0.00,0.00,22
2019-05-30T08:00,5.6,61,0.00,0.00,41
2019-05-30T09:00,6.4,55,0.10,0.00,54
2019-05-30T10:00,7.6,48,0.20,0.10,66
2019-05-30T11:00,7.5,52,0.10,0.10,77
2019-05-30T12:00,4.3,71,0.10,0.10,65
2019-05-30T13:00,5.0,69,0.10,0.10,74
2019-05-30T14:00,5.8,73,0.10,0.10,67
2019-05-30T15:00,5.3,66,0.40,0.20,59
2019-05-30T16:00,5.6,59,0.10,0.00,54
2019-05-30T17:00,3.3,67,0.90,0.00,64
2019-05-30T18:00,3.1,60,0.00,0.00,1
2019-05-30T19:00,2.4,59,0.00,0.00,0
2019-05-30T20:00,1.2,59,0.00,0.00,0
2019-05-30T21:00,-0.2,64,0.00,0.00,0
2019-05-30T22:00,-0.6,66,0.00,0.00,81
2019-05-30T23:00,-0.5,68,0.00,0.00,94
2019-05-31T00:00,-0.4,68,0.10,0.00,60
2019-05-31T01:00,-0.6,72,0.00,0.00,50
2019-05-31T02:00,-0.2,73,0.00,0.00,73
2019-05-31T03:00,0.4,73,0.00,0.00,87
2019-05-31T04:00,1.3,69,0.00,0.00,34
2019-05-31T05:00,2.4,66,0.00,0.00,2
2019-05-31T06:00,3.3,62,0.00,0.00,2
2019-05-31T07:00,4.9,58,0.00,0.00,89
2019-05-31T08:00,6.4,54,0.00,0.00,60
2019-05-31T09:00,6.6,53,0.00,0.00,55
2019-05-31T10:00,7.1,50,0.00,0.00,62
2019-05-31T11:00,7.2,50,0.00,0.00,47
2019-05-31T12:00,7.3,51,0.00,0.00,46
2019-05-31T13:00,7.1,53,0.00,0.00,78
2019-05-31T14:00,7.7,52,0.00,0.00,64
2019-05-31T15:00,7.6,52,0.00,0.00,59
2019-05-31T16:00,7.2,55,0.00,0.00,60
2019-05-31T17:00,6.5,59,0.00,0.00,67
2019-05-31T18:00,5.6,64,0.00,0.00,58
2019-05-31T19:00,5.0,68,0.00,0.00,83
2019-05-31T20:00,4.3,73,0.00,0.00,91
2019-05-31T21:00,2.6,81,0.00,0.00,98
2019-05-31T22:00,3.4,70,0.00,0.00,100
2019-05-31T23:00,1.3,81,0.00,0.00,100
2019-06-01T00:00,2.3,83,0.00,0.00,100
2019-06-01T01:00,1.3,87,0.00,0.00,100
2019-06-01T02:00,0.8,88,0.00,0.00,100
2019-06-01T03:00,1.8,86,0.00,0.00,100
2019-06-01T04:00,2.5,86,0.10,0.00,100
2019-06-01T05:00,3.0,88,0.30,0.10,100
2019-06-01T06:00,3.1,89,0.60,0.20,100
2019-06-01T07:00,3.8,84,0.70,0.30,100
2019-06-01T08:00,4.0,84,0.80,0.40,100
2019-06-01T09:00,4.1,84,0.80,0.40,100
2019-06-01T10:00,4.7,81,0.70,0.60,100
2019-06-01T11:00,5.4,79,0.50,0.50,100
2019-06-01T12:00,5.5,82,0.30,0.30,100
2019-06-01T13:00,6.8,76,0.20,0.20,100
2019-06-01T14:00,7.7,72,0.00,0.00,100
2019-06-01T15:00,8.2,66,0.00,0.00,100
2019-06-01T16:00,7.8,70,0.00,0.00,100
2019-06-01T17:00,7.5,71,0.00,0.00,94
2019-06-01T18:00,7.4,67,0.00,0.00,78
2019-06-01T19:00,6.9,65,0.00,0.00,75
2019-06-01T20:00,5.8,70,0.00,0.00,69
2019-06-01T21:00,4.6,79,0.00,0.00,90
2019-06-01T22:00,5.5,67,0.00,0.00,99
2019-06-01T23:00,4.5,83,0.00,0.00,100
2019-06-02T00:00,4.4,81,0.00,0.00,100
2019-06-02T01:00,4.2,85,0.00,0.00,100
2019-06-02T02:00,3.7,89,0.00,0.00,99
2019-06-02T03:00,4.0,85,0.00,0.00,79
2019-06-02T04:00,4.3,86,0.00,0.00,70
2019-06-02T05:00,5.2,84,0.00,0.00,84
2019-06-02T06:00,6.5,74,0.00,0.00,100
2019-06-02T07:00,7.8,67,0.00,0.00,100
2019-06-02T08:00,8.7,65,0.00,0.00,100
2019-06-02T09:00,9.7,61,0.00,0.00,74
2019-06-02T10:00,11.0,57,0.00,0.00,97
2019-06-02T11:00,11.8,53,0.00,0.00,100
2019-06-02T12:00,12.2,52,0.00,0.00,100
2019-06-02T13:00,12.7,51,0.20,0.20,100
2019-06-02T14:00,12.6,51,0.00,0.00,100
2019-06-02T15:00,11.6,62,0.10,0.10,100
2019-06-02T16:00,10.6,69,0.00,0.00,100
2019-06-02T17:00,10.7,70,0.10,0.10,100
2019-06-02T18:00,10.1,74,0.10,0.10,100
2019-06-02T19:00,9.4,78,0.10,0.10,100
2019-06-02T20:00,8.7,81,0.00,0.00,100
2019-06-02T21:00,8.0,86,0.00,0.00,100
2019-06-02T22:00,8.0,89,0.10,0.10,100
2019-06-02T23:00,8.2,90,0.20,0.20,100
2019-06-03T00:00,7.8,93,0.30,0.30,100
2019-06-03T01:00,7.6,92,0.10,0.10,99
2019-06-03T02:00,7.2,93,0.10,0.10,99
2019-06-03T03:00,6.9,93,0.20,0.20,100
2019-06-03T04:00,6.9,94,0.20,0.20,99
2019-06-03T05:00,7.3,93,0.20,0.20,99
2019-06-03T06:00,7.9,88,0.10,0.10,100
2019-06-03T07:00,8.4,88,0.10,0.10,99
2019-06-03T08:00,9.4,84,0.00,0.00,100
2019-06-03T09:00,10.1,86,0.00,0.00,100
2019-06-03T10:00,11.2,83,0.00,0.00,100
2019-06-03T11:00,11.6,84,0.00,0.00,100
2019-06-03T12:00,10.8,82,0.00,0.00,100
2019-06-03T13:00,12.0,79,0.00,0.00,94
2019-06-03T14:00,12.4,74,0.10,0.10,92
2019-06-03T15:00,13.0,69,0.00,0.00,79
2019-06-03T16:00,13.4,69,0.00,0.00,46
2019-06-03T17:00,13.4,69,0.00,0.00,44
2019-06-03T18:00,12.9,73,0.10,0.10,18
2019-06-03T19:00,12.0,79,0.00,0.00,21
2019-06-03T20:00,10.7,83,0.70,0.70,55
2019-06-03T21:00,9.1,91,0.90,0.90,51
2019-06-03T22:00,5.9,99,0.00,0.00,8
2019-06-03T23:00,4.5,100,0.00,0.00,2
2019-06-04T00:00,5.6,81,0.00,0.00,1
2019-06-04T01:00,4.5,83,0.00,0.00,70
2019-06-04T02:00,5.0,82,0.00,0.00,66
2019-06-04T03:00,4.9,84,0.00,0.00,22
2019-06-04T04:00,6.5,83,0.00,0.00,92
2019-06-04T05:00,8.2,79,0.00,0.00,78
2019-06-04T06:00,9.4,71,0.00,0.00,21
2019-06-04T07:00,10.6,63,0.00,0.00,23
2019-06-04T08:00,11.4,57,0.00,0.00,34
2019-06-04T09:00,12.4,50,0.00,0.00,63
2019-06-04T10:00,12.3,48,0.00,0.00,89
2019-06-04T11:00,13.0,44,0.00,0.00,100
2019-06-04T12:00,13.4,40,0.00,0.00,99
2019-06-04T13:00,13.1,40,0.00,0.00,99
2019-06-04T14:00,13.2,43,0.00,0.00,100
2019-06-04T15:00,12.6,48,0.00,0.00,95
2019-06-04T16:00,13.0,45,0.00,0.00,100
2019-06-04T17:00,12.5,51,0.00,0.00,98
2019-06-04T18:00,12.4,52,0.00,0.00,96
